plant,process,master_data_name,location,immobilization_number,year,equipment_commercialized,pdr_commercialized,age,degradability,production_hours,hp_coefficient,replacement_parts,maintenance_mttr_mtbf,technology,aging_result,equipment_status
LTN1,Cutting Machine Wire < 6mm2,Schleuniger--CC36 SP,coupe,4141220810,2022,TRUE,TRUE,3,0,5107,1,0,0,0,0.1,Excellent
LTN1,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9580 Cut & Strip Mach.,coupe,4141221001,2022,TRUE,TRUE,3,0,5107,1,1,0,1,0.35,Bon
LTN1,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9580 Cut & Strip Mach.,coupe,4141221002,2022,TRUE,TRUE,3,0,5107,1,1,0,1,0.35,Bon
LTN1,Cutting Machine Wire < 6mm2,Komax--Sigma 688 ST,coupe,immo782431,2018,TRUE,TRUE,7,0.4,5107,1,0,0,0,0.34,Bon
LTN1,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,2141120805,2012,FALSE,TRUE,13,0.4,5107,1,0,0,1,0.39,Bon
LTN1,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,2141080717,2008,FALSE,TRUE,17,0.7,5107,1,0,0,1,0.57,Moyen
LTN1,Cutting Machine Wire < 6mm2,Komax--Alpha 488 S,coupe,2141110601,2011,FALSE,TRUE,14,0.4,5107,1,0,0,1,0.39,Bon
LTN1,Cutting Machine Tube,Ulmer--SM 15/2P,coupe,41412231003,2022,TRUE,TRUE,3,0,5107,1,0,0,0,0.1,Excellent
LTN1,Cutting Machine Tube,Schleuniger--OC 3950,coupe,immo520025,2015,FALSE,FALSE,10,0.4,5107,1,1,0,1,0.59,Moyen
LTN1,Cutting Machine Wire < 6mm2,Komax--Gamma 450,coupe,414120405,2022,TRUE,TRUE,3,0,5107,1,0,0,0,0.1,Excellent
LTN1,Cutting Machine Cable > 6mm2,Schleuniger--MultiStrip 9480,coupe,4141181005,2018,TRUE,TRUE,7,0.4,5107,1,0,0,0,0.34,Bon
LTN1,Cutting Machine Wire < 6mm2,Komax--Alpha 530,coupe,414180509,2016,TRUE,TRUE,9,0.4,5107,1,0,0,0,0.34,Bon
LTN1,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,immo644938,2017,TRUE,FALSE,8,0.4,5107,1,1,0,0,0.54,Moyen
LTN1,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,2141041205,2004,FALSE,TRUE,21,1,5107,1,0,0,1,0.75,Alarmant
LTN1,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141230102,2021,TRUE,TRUE,4,0,5107,1,0,0,0,0.1,Excellent
LTN1,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,immo680251,2023,TRUE,TRUE,2,0,5107,1,0,0,0,0.1,Excellent
LTN1,Cutting Machine Hot,HSGM--HSG-G2S,coupe,immo463043,2023,TRUE,TRUE,2,0,5107,1,0,0,0,0.1,Excellent
LTN1,Cutting Machine Wire < 6mm2,Komax--Alpha 550,coupe,4141220402,2021,TRUE,TRUE,4,0,5107,1,0,0,0,0.1,Excellent
LTN1,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,4141120202,2016,TRUE,FALSE,9,0.4,5107,1,1,0,0,0.54,Moyen
LTN1,Taping Machine,Kabatec--KTB 19 E Electric Bundling Machine,vkf,4143220401,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Twisting Machine,Komax--BT-188,vkf,2280040101,2004,TRUE,TRUE,21,1,3920,0.75,0,0,0,0.675,Alarmant
LTN1,Twisting Machine,Komax--BT-188,vkf,5280040401,2004,TRUE,TRUE,21,1,3920,0.75,0,0,0,0.675,Alarmant
LTN1,Twisting Machine,Komax--BT-188T,vkf,4280160201,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,8280180801,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,4280130501,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,5280120401,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,immo323204,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,4280151201,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,4280130502,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,1280130503,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,4280160202,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,Komax--BT-188T,vkf,4280180101,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130703,2013,FALSE,FALSE,12,0.4,3920,0.75,1,0,1,0.565,Moyen
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130703,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130704,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130702,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130701,2013,FALSE,FALSE,12,0.4,3920,0.75,1,0,1,0.565,Moyen
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130701,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130702,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130706,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130706,2013,FALSE,FALSE,12,0.4,3920,0.75,1,0,1,0.565,Moyen
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130705,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Twisting Machine,LEONI WDEKI--Twister 2005,vkf,4280130705,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,2142040204,2009,TRUE,TRUE,16,0.7,3920,0.75,0,0,0,0.495,Moyen
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142050304,2005,TRUE,TRUE,20,0.7,3920,0.75,0,0,0,0.495,Moyen
LTN1,Crimping Press Cable > 6mm2,Schaefer--EPS 6000,vkf,2142221002,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Crimping Press Cable > 6mm2,Schaefer--EPS 6000,vkf,2142202304,1999,TRUE,TRUE,26,1,3920,0.75,0,0,0,0.675,Alarmant
LTN1,Crimping Press Wire < 6mm2,Schleuniger--Pneumatic Press Machine SCP 2.5,vkf,414280101,2018,TRUE,TRUE,7,0.4,3920,0.75,1,0,1,0.565,Moyen
LTN1,Crimping Press Wire < 6mm2,Komax--BT-752,vkf,4142221103,2022,FALSE,TRUE,3,0,3920,0.75,0,0,1,0.125,Excellent
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142101001,2010,TRUE,TRUE,15,0.7,3920,0.75,0,0,0,0.495,Moyen
LTN1,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,4142221102,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
LTN1,Crimping Press Cable > 6mm2,Schaefer--EPS 10000,vkf,2142120808,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142081201,2007,TRUE,TRUE,18,0.7,3920,0.75,0,0,0,0.495,Moyen
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142220403,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Stripping Machine,Komax--Mira 340,vkf,immo808803,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Stripping Machine,Komax--Mira 340,vkf,immo993053,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142050303,2005,TRUE,TRUE,20,0.7,3920,0.75,0,0,0,0.495,Moyen
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142110501,2011,TRUE,TRUE,14,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,2142110605,2011,TRUE,TRUE,14,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo205576,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,414208120,2004,TRUE,TRUE,21,1,3920,0.75,0,0,0,0.675,Alarmant
LTN1,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,4142220401,2022,FALSE,TRUE,3,0,3920,0.75,0,0,1,0.125,Excellent
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142220904,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,2142031005,2003,TRUE,TRUE,22,1,3920,0.75,0,0,0,0.675,Alarmant
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,414222902,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,4142220901,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Crimping Press Cable > 6mm2,Schaefer--EPS 6000,vkf,4142221003,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,4110180703,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200180102,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110131203,2014,FALSE,TRUE,11,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200160901,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220505,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo692462,2023,FALSE,TRUE,2,0,3920,0.75,0,0,1,0.125,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo552529,2018,FALSE,TRUE,7,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110130410,2014,FALSE,TRUE,11,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110150504,2015,FALSE,TRUE,10,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220511,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500,vkf,4235151203,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo260210,2015,FALSE,TRUE,10,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500,vkf,4235151203,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo624091,2018,FALSE,TRUE,7,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110150201,2015,FALSE,TRUE,10,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200211206,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220506,2011,TRUE,TRUE,14,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,2110220603,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,2110220605,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,42351306608,2013,FALSE,FALSE,12,0.4,3920,0.75,1,0,1,0.565,Moyen
LTN1,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,740331-000,2001,FALSE,FALSE,24,1,3920,0.75,1,0,1,0.925,Besoin Upgrade
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,2110220602,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo926740,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,40200180102,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220516,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110130404,2014,FALSE,TRUE,11,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo387163,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,24200220512,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500,vkf,4235151201,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110130411,2014,FALSE,TRUE,11,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo218961,2023,TRUE,TRUE,2,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200161101,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200180608,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110130409,2014,FALSE,TRUE,11,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Test Module,Mecalbi--STCS-BLTTS,vkf,4149180606,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110130403,2011,FALSE,TRUE,14,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo852336,2018,FALSE,TRUE,7,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,4141221105,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,2110130904,2013,FALSE,TRUE,12,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200211207,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2420022513,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,411220703,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,4110220702,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220510,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200211207,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,4110220101,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo674366,2016,FALSE,TRUE,9,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4235150303,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Test Module,Mecalbi--STCS-PT,vkf,immo404082,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Test Module,Mecalbi--STCS-PT,vkf,immo904035,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,223511205,2011,FALSE,FALSE,14,0.4,3920,0.75,1,0,1,0.565,Moyen
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo336275,2016,FALSE,TRUE,9,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo571214,2016,FALSE,TRUE,9,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Raychem--RBK-ILS-Processor MKII,vkf,4200210201,2016,FALSE,FALSE,9,0.4,3920,0.75,1,0,1,0.565,Moyen
LTN1,Shrinking Machine Tunnel,Mecalbi--STCS-CS19,vkf,4200220503,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Stripping Machine,Komax--Mira 340,vkf,immo153421,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,4110220701,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,420022054,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo359984,2023,FALSE,TRUE,2,0,3920,0.75,0,0,1,0.125,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500,vkf,4235150503,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200211203,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110130402,2014,FALSE,TRUE,11,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,4110180704,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220515,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220509,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110131207,2014,FALSE,TRUE,11,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo402971,2018,FALSE,TRUE,7,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500,vkf,4235150202,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220508,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,2110220606,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200161102,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110150202,2015,FALSE,TRUE,10,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110100604,2010,FALSE,TRUE,15,0.7,3920,0.75,0,0,1,0.545,Moyen
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200211202,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200180609,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110110502,2011,FALSE,TRUE,14,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200180608,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200211204,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo212760,2014,FALSE,TRUE,11,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500,vkf,4235150302,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,24200220513,2023,TRUE,TRUE,2,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,21102206601,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,2110110304,2011,TRUE,TRUE,14,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110130406,2014,TRUE,TRUE,11,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic III,vkf,4110171201,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,4110151201,2015,FALSE,TRUE,10,0.4,3920,0.75,0,0,1,0.365,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200220504,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4200160403,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo907524,2005,TRUE,TRUE,20,0.7,3920,0.75,0,0,0,0.495,Moyen
LTN1,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo906966,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Test Module,Mecalbi--STCS-BLTTS,vkf,4141471001,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Shuttle,Raychem--IR-1891,vkf,2200110701,2011,FALSE,FALSE,14,0.4,3920,0.75,1,0,1,0.565,Moyen
LTN1,Test Module,Mecalbi--STCS-BLTTS,vkf,4149180403,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Shrinking Machine Processor,Mecalbi--STCS-VMir,vkf,4200171001,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Stripping Machine,Komax--Mira 340,vkf,immo309451,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,4141221104,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Shuttle,DSG Canusa--DERAY Shuttle RKS,vkf,24200221102,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Shrinking Machine Shuttle,DSG Canusa--DERAY Shuttle RKS,vkf,4200221101,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Test Module,Mecalbi--STCS-BLTTS,vkf,4149180605,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
LTN1,Stripping Machine,Schleuniger--JS 8400,vkf,immo456136,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Test Module,Mecalbi--STCS-PT,vkf,2200220603,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Test Module,Mecalbi--STCS-PT,vkf,immo498845,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Test Module,Mecalbi--STCS-PT,vkf,immo408560,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Test Module,Mecalbi--STCS-PT,vkf,immo904832,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
LTN1,Test Module,Mecalbi--STCS-PT,vkf,immo459661,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
