plant,equipment_name,technical_id,process,master_data_name,location,immobilization_number,serial_number,year,equipment_commercialized,pdr_commercialized,age,degradability,production_hours,hp_coefficient,replacement_parts,maintenance_mttr_mtbf,technology,aging_result,equipment_status,physical_status,Rul
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145120916,TS1500-2018-401670.005,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon,Alarmant,9
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145141222,TS1500-401670-3090-033,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,11
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,622K004011726546X,TS1500-4016700-3090-035,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,16
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145150433,TS1500-401670-3090-038,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,10
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,815KFB01011799706X,TS1500-401670-3090-0361,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,10
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145141015,TS1500-401670-3090-28,2014,TRUE,TRUE,11,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,7
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145131020,TS1500-401670-3090-020,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,7
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145141223,TS1500-401670-3090-0341,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,12
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145160907,TS1500-401670-3090-0271,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,7
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145140626,TS1500-401670-3090-029,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Alarmant,9
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121105,TS1500-401670-3090-013,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,8
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145131005,TS1500-401670-3090-0261,2014,TRUE,TRUE,11,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,9
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145140103,TS1500-2145140103,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,10
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145131003,TS1500-2145131003,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,12
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145131006,3090-015,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,6
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145131021,2145131021,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,6
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145140210,TS1500-2145140210,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,3
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,214512104,TS1500-401670-3090-014,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Besoin Upgrade,6
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121112,TS1500-401670-3090-010,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,8
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121107,TS1500-401670-3090-0111,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,9
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,4145041008,4145041006,2004,TRUE,TRUE,21,1,3920,0.75,0,0,0,0.675,Alarmant,Bon,0
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121111,2018.401670-07,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,9
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121110,T1500.2018.40.1670-12,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,10
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121109,401670-06,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,7
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145131002,TS1500-2018-401670-013,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,13
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145130926,TS1500-2018-401670-11,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,4
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,immo986767,T543,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,3
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121102,2145121104,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,1
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145160906,401670-5969-002,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,14
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145130927,2018401670-10,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,8
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,immo524510,TS1500-401151-4,2004,TRUE,TRUE,21,1,3920,0.75,0,0,0,0.675,Alarmant,Bon,2
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145161102,TS1500-401670-3090-053,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,11
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,4145060307,401151-3,2006,TRUE,TRUE,19,0.7,3920,0.75,0,0,0,0.495,Moyen,Moyen,0
LTN3D,TSK TS1500,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,328897,401670-3090-0991,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,14
LTN3D,Lad low cost N°03,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,4144171206,33_1,1999,TRUE,TRUE,26,1,3920,0.75,0,0,0,0.675,Alarmant,Bon,1
LTN3D,LAD E-Q Line Eaton N:°01   9 m,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144220401,Eaton 01,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent,Bon,18
LTN3D,LAD E-Q Line N°39,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151302,321_1,2010,TRUE,TRUE,15,0.7,3920,0.75,0,0,0,0.495,Moyen,Bon,7
LTN3D,LAD E-Q Line N°38,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2017002,382,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,13
LTN3D,LAD E-Q Line N°37,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144170501,372,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,12
LTN3D,LAD E-Q Line N°36,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144170401,362,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,10
LTN3D,LAD E-Q Line N°33,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2017002,332,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,13
LTN3D,LAD E-Q Line N°31,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144130901,312,2010,TRUE,TRUE,15,0.7,3920,0.75,0,0,0,0.495,Moyen,Bon,10
LTN3D,LAD E-Q Line N°30,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151302,301,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,15
LTN3D,LAD E-Q Line N°29,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151302,291,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,15
LTN3D,LAD E-Q Line N°28,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151302,281,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,10
LTN3D,LAD E-Q Line N°27,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151302,271_1,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,8
LTN3D,LAD E-Q Line N°26,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151202,26,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,10
LTN3D,LAD E-Q Line N°25,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151202,252,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon,Alarmant,10
LTN3D,LAD E-Q Line N°23,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151201,233,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,13
LTN3D,LAD E-Q Line N°20,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144150406,202_1,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,4
LTN3D,LAD E-Q Line N°19,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144150405,191,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,14
LTN3D,LAD E-Q Line N°18,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144150404,182,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,9
LTN3D,LAD E-Q Line N°17,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144150403,172_1,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,8
LTN3D,LAD E-Q Line N°16,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144150402,163,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,6
LTN3D,LAD E-Q Line N°14,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,5144050201,43_1,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,4
LTN3D,LAD E-Q Line N°11,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144140305,113,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,10
LTN3D,LAD E-Q Line N°08,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144130902,82,2010,TRUE,TRUE,15,0.7,3920,0.75,0,0,0,0.495,Moyen,Bon,5
LTN3D,LAD E-Q Line N°04,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144140701,44_1,2005,TRUE,TRUE,20,0.7,3920,0.75,0,0,0,0.495,Moyen,Moyen,0
LTN3D,LAD E-Q Line N°49,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144210201,LAD N°49-HHN,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent,Bon,14
LTN3D,LAD E-Q Line N°48,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144210202,LAD N°48-HHN,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent,Bon,16
LTN3D,LAD E-Q Line N°46,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144181106,LJC-46,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,16
LTN3D,LAD E-Q Line N°45,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144081201,LJC-45,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,11
LTN3D,LAD E-Q Line N°44,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144181105,LJC-44,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,8
LTN3D,LAD E-Q Line N°43,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,immo447040,LJC-441,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,11
LTN3D,LAD E-Q Line N°42,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144181001,LJC-42,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,11
LTN3D,LAD E-Q Line N°41,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144180804,LJC-41,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,5
LTN3D,LAD E-Q Line N°40,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,immo220349,401_1,2010,TRUE,TRUE,15,0.7,3920,0.75,0,0,0,0.495,Moyen,Excellent,5
LTN3D,LAD E-Q Line N°35,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144170703,352,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent,Excellent,16
LTN3D,LAD E-Q Line N°34,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2017002,342,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,13
LTN3D,LAD E-Q Line N°24,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144140303,242,2016,TRUE,TRUE,9,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,15
LTN3D,LAD E-Q Line N°22,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144140304,223_1,2015,TRUE,TRUE,10,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,12
LTN3D,LAD E-Q Line N°10,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144131102,103,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Alarmant,6
LTN3D,LAD E-Q Line N°09,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144131103,92,2010,TRUE,TRUE,15,0.7,3920,0.75,0,0,0,0.495,Moyen,Alarmant,1
LTN3D,LAD E-Q Line N°07,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,3144080404,34_1,1997,TRUE,TRUE,28,1,3920,0.75,0,0,0,0.675,Alarmant,Alarmant,8
LTN3D,LAD E-Q Line N°06,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144151302,322,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,12
LTN3D,LAD E-Q Line N°05,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,5144050302,53_1,2017,TRUE,TRUE,8,0.4,3920,0.75,0,0,0,0.315,Bon,Moyen,12
LTN3D,LAD E-Q Line N°03,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,3144080404,35_1,2013,TRUE,TRUE,12,0.4,3920,0.75,0,0,0,0.315,Bon,Bon,7
LTN3D,LAD E-Q Line N°02,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144081201,24_1,2010,TRUE,TRUE,15,0.7,3920,0.75,0,0,0,0.495,Moyen,Moyen,5
LTN3D,LAD E-Q Line N°01 XJF,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144220501,LAD N°01- XJF,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent,Bon,18
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145131021,3090-021,2013,TRUE,TRUE,12,0.4,3921,0.75,0,0,0,0.315,Bon,Excellent,5
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145140103,3092-024,2014,TRUE,TRUE,11,0.4,3922,0.75,0,0,0,0.315,Bon,Alarmant,6
LTN3D,tt creasoft,ET00002853,Test Table,Creasoft--Test Table,AssemblyTesting,2145230202,22-1395,2022,TRUE,TRUE,3,0,3923,0.75,0,0,0,0.075,Excellent,Moyen,20
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145240301,403112-3090-13,2023,TRUE,TRUE,2,0,3924,0.75,0,0,0,0.075,Excellent,Excellent,22
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145140210,401670-3090-025,2014,TRUE,TRUE,11,0.4,3926,0.75,0,0,0,0.315,Bon,Excellent,6
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145081004,1500-400081-309-003,2015,TRUE,TRUE,10,0.4,3928,0.75,0,0,0,0.315,Bon,Bon,9
LTN3D,lad xfa,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,4144090302,4144090302,2009,TRUE,TRUE,16,0.7,3929,0.75,0,0,0,0.495,Moyen,Moyen,3
LTN3D,LAD E-Q Line N°47,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144200401,2019-100007-010,2020,TRUE,TRUE,5,0,3930,0.75,0,0,0,0.075,Excellent,Bon,18
LTN3D,lad,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144230507,681,2023,TRUE,TRUE,2,0,3931,0.75,0,0,0,0.075,Excellent,Excellent,21
LTN3D,lad,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144230301,62_1,2023,TRUE,TRUE,2,0,3932,0.75,0,0,0,0.075,Excellent,Excellent,23
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145130926,401670-3090-011,2013,TRUE,TRUE,12,0.4,3933,0.75,0,0,0,0.315,Bon,Bon,11
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145231128,403112-3090-15,2023,TRUE,TRUE,2,0,3934,0.75,0,0,0,0.075,Excellent,Excellent,21
LTN3D,tt creasoft,ET00002853,Test Table,Creasoft--Test Table,AssemblyTesting,2145230203,22-139 A,2023,TRUE,TRUE,2,0,3935,0.75,0,0,0,0.075,Excellent,Excellent,22
LTN3D,tt creasoft,ET00002853,Test Table,Creasoft--Test Table,AssemblyTesting,2145230201,22-139 B,2023,TRUE,TRUE,2,0,3936,0.75,0,0,0,0.075,Excellent,Excellent,22
LTN3D,lad (CDPO),ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144220501,ET408,2023,TRUE,TRUE,2,0,3937,0.75,0,0,0,0.075,Excellent,Excellent,22
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145131003,401670-3090-017,2013,TRUE,TRUE,12,0.4,3938,0.75,0,0,0,0.315,Bon,Bon,5
LTN3D,chaine de montage bosch,ET00000434,Assembly Line Carousel,Ductimetal--Assembly Line Carousel,AssemblyTesting,4144080512,36_1,2013,TRUE,TRUE,12,0.4,3939,0.75,0,0,0,0.315,Bon,Bon,4
LTN3D,bak bosch,ET00001636,Test Table,Emdep--Clip Test Bench,AssemblyTesting,2145211164,21-063 c,2025,TRUE,TRUE,1,1,3940,0.75,0,0,0,0.675,Alarmant,Bon,26
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121163,3090-401666-002,2012,TRUE,TRUE,13,0.4,3941,0.75,0,0,0,0.315,Bon,Bon,9
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145230901,402460-3090-111,2023,TRUE,TRUE,2,0,3942,0.75,0,0,0,0.075,Excellent,Excellent,23
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,4145190431,401670-3090-1471,2019,TRUE,TRUE,6,0,3943,0.75,0,0,0,0.075,Excellent,Excellent,16
LTN3D,lad,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,immo884540,183,2018,TRUE,TRUE,7,0.4,3944,0.75,0,0,0,0.315,Bon,Moyen,11
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,4145071201,400081-3090-002,2015,TRUE,TRUE,10,0.4,3947,0.75,0,0,0,0.315,Bon,Bon,7
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145171036,401670-3090-043,2015,TRUE,TRUE,10,0.4,3948,0.75,0,0,0,0.315,Bon,Bon,11
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145231127,403112-3090-14,2023,TRUE,TRUE,2,0,3949,0.75,0,0,0,0.075,Excellent,Excellent,22
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145170408,401664-3090-036,2017,TRUE,TRUE,8,0.4,3950,0.75,0,0,0,0.315,Bon,Bon,13
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145170211,401664-3090-034,2017,TRUE,TRUE,8,0.4,3951,0.75,0,0,0,0.315,Bon,Bon,11
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,21452210075,402460-3090-1071,2022,TRUE,TRUE,3,0,3952,0.75,0,0,0,0.075,Excellent,Excellent,20
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,immo511921,401670-08,2012,TRUE,TRUE,13,0.4,3953,0.75,0,0,0,0.315,Bon,Bon,8
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145170317,401670-3090-062,2017,TRUE,TRUE,8,0.4,3954,0.75,0,0,0,0.315,Bon,Bon,13
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145170410,401664-3090-035,2017,TRUE,TRUE,8,0.4,3955,0.75,0,0,0,0.315,Bon,Bon,11
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121101,3090-401664-001,2012,TRUE,TRUE,13,0.4,3956,0.75,0,0,0,0.315,Bon,Bon,10
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145170536,T 595,1966,TRUE,TRUE,59,1,3957,0.75,0,0,0,0.675,Alarmant,Alarmant,0
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145160907,401664-3090-027,2016,TRUE,TRUE,9,0.4,3958,0.75,0,0,0,0.315,Bon,Bon,12
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145130511,3090-401670-005,2013,TRUE,TRUE,12,0.4,3959,0.75,0,0,0,0.315,Bon,Bon,9
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,21415210909,402460-3090-99,2022,TRUE,TRUE,3,0,3960,0.75,0,0,0,0.075,Excellent,Excellent,20
LTN3D,tt tsk,ET00001604,Test Table,TSK--Test Table,AssemblyTesting,2145121108,401670-061,2012,TRUE,TRUE,13,0.4,3961,0.75,0,0,0,0.315,Bon,Bon,7
LTN3D,lad (viano vito),ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144081201,220122-01,2022,TRUE,TRUE,3,0,3962,0.75,0,0,0,0.075,Excellent,Excellent,19
LTN3D,lad,ET00000408,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,AssemblyTesting,2144081201,391,2021,TRUE,TRUE,4,0,3963,0.75,0,0,0,0.075,Excellent,Excellent,19
LTN3D,minic 3,ET00001236,Ultrasonic Welding Machine,Schunk--Minic III,Vkf,2110230301,2753313,2023,TRUE,TRUE,2,0,3964,0.75,0,0,0,0.075,Excellent,Excellent,22
LTN3D,unistrip 2600,ET00001219,Stripping Machine,Schleuniger--UniStrip 2600,Vkf,2120151101,2438,2015,TRUE,TRUE,10,0.4,3965,0.75,0,0,0,0.315,Bon,Besoin Upgrade,7
LTN3D,mecalbi stcs BM,ET00001573,Test Module,Mecalbi--STCS-BM,Vkf,2200231101,BM-073,2014,TRUE,TRUE,11,0.4,3966,0.75,0,0,0,0.315,Bon,Bon,11
LTN3D,machine Potting (eldomix/dopag),ET00000523,Foaming Machine,Hennecke--130 TI Foaming Machine,Vkf,2180220601,12426,2022,TRUE,TRUE,3,0,3967,0.75,0,0,0,0.075,Excellent,Bon,20
LTN3D,komax microlab 35,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,Cutting,immo426710,481,2023,TRUE,TRUE,2,0,3968,0.75,0,0,0,0.075,Excellent,,22
LTN3D,komax microlab 36,ET00001786,Micro Section Laboratories,Komax--Micro LAB 35,Cutting,immo759028,42_1,2018,TRUE,TRUE,7,0.4,3969,0.75,0,0,0,0.315,Bon,,10
LTN3D,mecalbi evo 500 ts,ET00001119,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,Vkf,4110171203,140,2014,TRUE,TRUE,11,0.4,3970,0.75,0,0,0,0.315,Bon,Bon,10
