plant,process,master_data_name,location,immobilization_number,serial_number,year,equipment_commercialized,pdr_commercialized,age,degradability,production_hours,hp_coefficient,replacement_parts,maintenance_mttr_mtbf,technology,aging_result,equipment_status,RUL
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121112,TS1500-401670-3090-010,2013,True,True,12,0.4,3920,0.75,0,0,0,0.315,Bon,8
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121107,TS1500-401670-3090-011,2013,True,True,12,0.4,3920,0.75,0,0,0,0.315,Bon,9
LTN3D,Test Table,TSK--Test Table,assembly/testing,4145041008,4145041006,2004,True,True,21,1.0,3920,0.75,0,0,0,0.675,Alarmant,0
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121111,2018.401670-07,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,9
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121110,T1500.2018.40.1670-12,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,10
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121109,401670-06,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,7
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145131002,TS1500-2018-401670-013,2013,True,True,12,0.4,3920,0.75,0,0,0,0.315,Bon,13
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145130926,TS1500-2018-401670-11,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,4
LTN3D,Test Table,TSK--Test Table,assembly/testing,immo936116,T543,2013,True,True,12,0.4,3920,0.75,0,0,0,0.315,Bon,3
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121102,2145121104,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,1
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145160906,401670-5969-002,2016,True,True,9,0.4,3920,0.75,0,0,0,0.315,Bon,14
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145130927,2018401670-10,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,8
LTN3D,Test Table,TSK--Test Table,assembly/testing,immo148694,TS1500-401151-4,2004,True,True,21,1.0,3920,0.75,0,0,0,0.675,Alarmant,2
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145161102,TS1500-401670-3090-053,2016,True,True,9,0.4,3920,0.75,0,0,0,0.315,Bon,11
LTN3D,Test Table,TSK--Test Table,assembly/testing,4145060307,401151-3,2006,True,True,19,0.7,3920,0.75,0,0,0,0.495,Moyen,0
LTN3D,Test Table,TSK--Test Table,assembly/testing,328897,401670-3090-099,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,14
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,4144171206,3,1999,True,True,26,1.0,3920,0.75,0,0,0,0.675,Alarmant,1
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144220401,Eaton 01,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,18
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151302,32,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,7
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2017002,38,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,13
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144170501,37,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,12
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144170401,36,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,10
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2017002,33,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,13
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144130901,31,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,10
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151302,30,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,15
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151302,29,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,15
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151302,28,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,10
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151302,27,2016,True,True,9,0.4,3920,0.75,0,0,0,0.315,Bon,8
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151202,26,2016,True,True,9,0.4,3920,0.75,0,0,0,0.315,Bon,10
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151202,25,2016,True,True,9,0.4,3920,0.75,0,0,0,0.315,Bon,10
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151201,23,2016,True,True,9,0.4,3920,0.75,0,0,0,0.315,Bon,13
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144150406,20,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,4
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144150405,19,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,14
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144150404,18,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,9
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144150403,17,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,8
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144150402,16,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,6
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,5144050201,4,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,4
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144140305,11,2013,True,True,12,0.4,3920,0.75,0,0,0,0.315,Bon,10
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144130902,8,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,5
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144140701,4,2005,True,True,20,0.7,3920,0.75,0,0,0,0.495,Moyen,0
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144210201,LAD N°49-HHN,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,14
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144210202,LAD N°48-HHN,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144181106,LJC-46,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,16
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144081201,LJC-45,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,11
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144181105,LJC-44,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,8
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,immo724750,LJC-44,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,11
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144181001,LJC-42,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,11
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144180804,LJC-41,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,5
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,immo612798,40,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,5
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144170703,35,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2017002,34,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,13
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144140303,24,2016,True,True,9,0.4,3920,0.75,0,0,0,0.315,Bon,15
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144140304,22,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,12
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144131102,10,2013,True,True,12,0.4,3920,0.75,0,0,0,0.315,Bon,6
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144131103,9,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,1
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,3144080404,3,1997,True,True,28,1.0,3920,0.75,0,0,0,0.675,Alarmant,8
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144151302,32,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,12
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,5144050302,5,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,12
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,3144080404,3,2013,True,True,12,0.4,3920,0.75,0,0,0,0.315,Bon,7
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144081201,2,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,5
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144220501,LAD N°01- XJF,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,18
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145131021,3090-021,2013,True,True,12,0.4,3921,0.75,0,0,0,0.315,Bon,5
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145140103,3092-024,2014,True,True,11,0.4,3922,0.75,0,0,0,0.315,Bon,6
LTN3D,Test Table,Creasoft--Test Table,assembly/testing,2145230202,22-1395,2022,True,True,3,0.0,3923,0.75,0,0,0,0.075,Excellent,20
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145240301,403112-3090-13,2023,True,True,2,0.0,3924,0.75,0,0,0,0.075,Excellent,22
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145140210,401670-3090-025,2014,True,True,11,0.4,3926,0.75,0,0,0,0.315,Bon,6
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145081004,1500-400081-309-003,2015,True,True,10,0.4,3928,0.75,0,0,0,0.315,Bon,9
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,4144090302,4144090302,2009,True,True,16,0.7,3929,0.75,0,0,0,0.495,Moyen,3
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144200401,2019-100007-010,2020,True,True,5,0.0,3930,0.75,0,0,0,0.075,Excellent,18
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144230507,68,2023,True,True,2,0.0,3931,0.75,0,0,0,0.075,Excellent,21
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144230301,62,2023,True,True,2,0.0,3932,0.75,0,0,0,0.075,Excellent,23
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145130926,401670-3090-011,2013,True,True,12,0.4,3933,0.75,0,0,0,0.315,Bon,11
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145231128,403112-3090-15,2023,True,True,2,0.0,3934,0.75,0,0,0,0.075,Excellent,21
LTN3D,Test Table,Creasoft--Test Table,assembly/testing,2145230203,22-139 A,2023,True,True,2,0.0,3935,0.75,0,0,0,0.075,Excellent,22
LTN3D,Test Table,Creasoft--Test Table,assembly/testing,2145230201,22-139 B,2023,True,True,2,0.0,3936,0.75,0,0,0,0.075,Excellent,22
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144220501,ET408,2023,True,True,2,0.0,3937,0.75,0,0,0,0.075,Excellent,22
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145131003,401670-3090-017,2013,True,True,12,0.4,3938,0.75,0,0,0,0.315,Bon,5
LTN3D,Assembly Line Carousel,Ductimetal--Assembly Line Carousel,assembly/testing,4144080512,3,2013,True,True,12,0.4,3939,0.75,0,0,0,0.315,Bon,4
LTN3D,Test Table,Emdep--Clip Test Bench,assembly/testing,2145211164,21-063 c,2007,True,True,18,1.0,3940,0.75,0,0,0,0.675,Alarmant,8
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121163,3090-401666-002,2012,True,True,13,0.4,3941,0.75,0,0,0,0.315,Bon,9
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145230901,402460-3090-111,2023,True,True,2,0.0,3942,0.75,0,0,0,0.075,Excellent,23
LTN3D,Test Table,TSK--Test Table,assembly/testing,4145190431,401670-3090-147,2019,True,True,6,0.0,3943,0.75,0,0,0,0.075,Excellent,16
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,immo247569,18,2018,True,True,7,0.4,3944,0.75,0,0,0,0.315,Bon,11
LTN3D,Test Table,TSK--Test Table,assembly/testing,4145071201,400081-3090-002,2015,True,True,10,0.4,3947,0.75,0,0,0,0.315,Bon,7
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145171036,401670-3090-043,2015,True,True,10,0.4,3948,0.75,0,0,0,0.315,Bon,11
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145231127,403112-3090-14,2023,True,True,2,0.0,3949,0.75,0,0,0,0.075,Excellent,22
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145170408,401664-3090-036,2017,True,True,8,0.4,3950,0.75,0,0,0,0.315,Bon,13
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145170211,401664-3090-034,2017,True,True,8,0.4,3951,0.75,0,0,0,0.315,Bon,11
LTN3D,Test Table,TSK--Test Table,assembly/testing,21452210075,402460-3090-107,2022,True,True,3,0.0,3952,0.75,0,0,0,0.075,Excellent,20
LTN3D,Test Table,TSK--Test Table,assembly/testing,immo807489,401670-08,2012,True,True,13,0.4,3953,0.75,0,0,0,0.315,Bon,8
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145170317,401670-3090-062,2017,True,True,8,0.4,3954,0.75,0,0,0,0.315,Bon,13
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145170410,401664-3090-035,2017,True,True,8,0.4,3955,0.75,0,0,0,0.315,Bon,11
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121101,3090-401664-001,2012,True,True,13,0.4,3956,0.75,0,0,0,0.315,Bon,10
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145170536,T 595,1979,True,True,46,1.0,3957,0.75,0,0,0,0.675,Alarmant,0
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145160907,401664-3090-027,2016,True,True,9,0.4,3958,0.75,0,0,0,0.315,Bon,12
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145130511,3090-401670-005,2013,True,True,12,0.4,3959,0.75,0,0,0,0.315,Bon,9
LTN3D,Test Table,TSK--Test Table,assembly/testing,21415210909,402460-3090-99,2022,True,True,3,0.0,3960,0.75,0,0,0,0.075,Excellent,20
LTN3D,Test Table,TSK--Test Table,assembly/testing,2145121108,401670-06,2012,True,True,13,0.4,3961,0.75,0,0,0,0.315,Bon,7
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144081201,220122-01,2022,True,True,3,0.0,3962,0.75,0,0,0,0.075,Excellent,19
LTN3D,Assembly Line DAL / LAD,Vision Industrielle--Assembly Line Lad,assembly/testing,2144081201,39,2021,True,True,4,0.0,3963,0.75,0,0,0,0.075,Excellent,19
LTN3D,Ultrasonic Welding Machine,Schunk--Minic III,vkf,2110230301,2753313,2023,True,True,2,0.0,3964,0.75,0,0,0,0.075,Excellent,22
LTN3D,Stripping Machine,Schleuniger--UniStrip 2600,vkf,2120151101,2438,2015,True,True,10,0.4,3965,0.75,0,0,0,0.315,Bon,7
LTN3D,Test Module,Mecalbi--STCS-BM,vkf,2200231101,BM-073,2014,True,True,11,0.4,3966,0.75,0,0,0,0.315,Bon,11
LTN3D,Foaming Machine,Hennecke--130 TI Foaming Machine,vkf,2180220601,12426,2022,True,True,3,0.0,3967,0.75,0,0,0,0.075,Excellent,20
LTN3D,Micro Section Laboratories,Komax--Micro LAB 35,cutting,immo144880,48,2023,True,True,2,0.0,3968,0.75,0,0,0,0.075,Excellent,22
LTN3D,Micro Section Laboratories,Komax--Micro LAB 35,cutting,immo454059,42,2018,True,True,7,0.4,3969,0.75,0,0,0,0.315,Bon,10
LTN3D,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,4110171203,140,2014,True,True,11,0.4,3970,0.75,0,0,0,0.315,Bon,10
LTN3D,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo887253,5510174,2017,True,True,8,0.4,3971,0.75,0,0,0,0.315,Bon,8
LTN3D,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2235150202,7,2013,True,True,12,0.4,3972,0.75,0,0,0,0.315,Bon,12
LTN3D,Ultrasonic Welding Machine,Schunk--Minic III,vkf,4110171202,1993150,2017,True,True,8,0.4,3973,0.75,0,0,0,0.315,Bon,6
LTN3D,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo865196,158354,2017,True,True,8,0.4,3974,0.75,0,0,0,0.315,Bon,16
LTN3D,Crimping Tool,Wezag--Crimping Tool EHC 10,vkf,2142230401,2039,2023,True,True,2,0.0,3975,0.75,0,0,0,0.075,Excellent,23
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 355,coupe,4141110306,1968,2001,False,True,24,1.0,5107,1.0,0,0,1,0.75,Alarmant,0
LTN3A,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,immo187242,2272,2005,False,True,20,0.7,5107,1.0,0,0,1,0.57,Moyen,0
LTN3A,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,4141060315,2531,2006,False,True,19,0.7,5107,1.0,0,0,1,0.57,Moyen,3
LTN3A,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9500,coupe,214140510,4465,2014,True,True,11,0.4,5107,1.0,1,0,1,0.59,Moyen,7
LTN3A,Cutting Machine Cable > 6mm2,Schleuniger--PowerStrip 9500,coupe,21411405101,4658,2015,True,True,10,0.4,5107,1.0,1,0,1,0.59,Moyen,11
LTN3A,Cutting Machine Cable > 6mm2,Schleuniger--MultiStrip 9480,coupe,immo126677,1054,2018,True,True,7,0.4,5107,1.0,0,0,0,0.34,Bon,13
LTN3A,Twisting Machine,Hupeng--DTM01 Twister Machine,vkf,2280120501,804145033080A,1998,False,False,27,1.0,3920,0.75,1,0,1,0.925,Besoin Upgrade,0
LTN3A,Twisting Machine,Ductimetal--LD02 Twister,vkf,4280161201,7043,2014,True,True,11,0.4,3920,0.75,0,0,0,0.315,Bon,7
LTN3A,Twisting Machine,Komax--BT-188T,vkf,4280110201,65,2001,True,True,24,1.0,3920,0.75,0,0,0,0.675,Alarmant,1
LTN3A,Twisting Machine,Hupeng--DTM01 Twister Machine,vkf,4280150501,1184,2015,True,True,10,0.4,3920,0.75,1,0,1,0.565,Moyen,10
LTN3A,Cutting Machine Tube,Ulmer--SM 15/2P,coupe,immo216785,8548,2006,True,True,19,0.7,5107,1.0,0,0,0,0.52,Moyen,0
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 355,coupe,2141081106,412,2008,False,True,17,0.7,5107,1.0,0,0,1,0.57,Moyen,0
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 355,coupe,immo938331,188,2007,False,True,18,0.7,5107,1.0,0,0,1,0.57,Moyen,5
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 355,coupe,immo634120,340,2008,False,True,17,0.7,5107,1.0,0,0,1,0.57,Moyen,3
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 355,coupe,immo400142,247,2007,False,True,18,0.7,5107,1.0,0,0,1,0.57,Moyen,2
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 356,coupe,immo973727,284,2019,False,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,14
LTN3A,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,immo961628,1602,2002,False,True,23,1.0,5107,1.0,0,0,1,0.75,Alarmant,1
LTN3A,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,immo987956,2705,2006,False,True,19,0.7,5107,1.0,0,0,1,0.57,Moyen,0
LTN3A,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,immo931132,1302,2002,False,True,23,1.0,5107,1.0,0,0,1,0.75,Alarmant,0
LTN3A,Cutting Machine Wire < 6mm2,Komax--Gamma 333,coupe,immo358182,1603,2002,False,True,23,1.0,5107,1.0,0,0,1,0.75,Alarmant,1
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 433,coupe,immo114050,695,2001,False,False,24,1.0,5107,1.0,1,0,1,0.95,Besoin Upgrade,0
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 433,coupe,immo486013,829,2002,False,False,23,1.0,5107,1.0,1,0,1,0.95,Besoin Upgrade,1
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 477,coupe,2141120401,394,2018,False,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,9
LTN3A,Cutting Machine Wire < 6mm2,Komax--Alpha 477,coupe,2141120401,288,2012,False,True,13,0.4,5107,1.0,0,0,1,0.39,Bon,9
LTN3A,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,immo470390,22618,2018,True,False,7,0.4,5107,1.0,1,0,0,0.54,Moyen,13
LTN3A,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,immo180015,21214,2017,True,False,8,0.4,5107,1.0,1,0,0,0.54,Moyen,11
LTN3A,Cutting Machine Wire < 6mm2,Schleuniger--CC64,coupe,immo750527,22142,2018,True,False,7,0.4,5107,1.0,1,0,0,0.54,Moyen,14
LTN3A,Crimping Press Wire < 6mm2,Mecal--P107,vkf,2142970329,1249,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,10
LTN3A,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo312678,3364,2005,True,True,20,0.7,3920,0.75,0,0,0,0.495,Moyen,5
LTN3A,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,2142120603,4578,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,1
LTN3A,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo801453,3567,2006,True,True,19,0.7,3920,0.75,0,0,0,0.495,Moyen,0
LTN3A,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo455176,5715,2017,True,True,8,0.4,3920,0.75,0,0,0,0.315,Bon,10
LTN3A,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo797801,5130,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,9
LTN3A,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo215533,5128,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,11
LTN3A,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo441991,5129,2015,True,True,10,0.4,3920,0.75,0,0,0,0.315,Bon,7
LTN3A,Soldering Bath,LEONI WDEKI--Welding Bath,vkf,immo892462,2014-1,2015,False,True,10,0.4,3920,0.75,1,0,1,0.565,Moyen,9
LTN3A,Soldering Bath,LEONI WDEKI--Welding Bath,vkf,immo149808,1,2014,True,True,11,0.4,3920,0.75,1,0,1,0.565,Moyen,5
LTN3A,Soldering Bath,LEONI WDEKI--Welding Bath,vkf,immo119248,2,2017,True,False,8,0.4,3920,0.75,1,0,1,0.565,Moyen,10
LTN3A,Test Module,Mecalbi--STCS-BLTTS,vkf,immo476042,22,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,10
LTN3A,Stripping Machine,Schleuniger--UniStrip 2600,vkf,2120120701,2025,2013,True,True,12,0.4,3920,0.75,0,0,0,0.315,Bon,4
LTN3A,Stripping Machine,Komax--Mira 340,vkf,2141220801,8455,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,17
LTN3A,Crimping Press Wire < 6mm2,Komax--BT-752,vkf,2142190401,564,2019,False,True,6,0.0,3920,0.75,0,0,1,0.125,Excellent,13
LTN3A,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,2200220701,719,2022,True,True,3,0.0,3920,0.75,0,0,0,0.075,Excellent,21
LTN3A,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo100868,209,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,11
LTN3A,Crimping Press Wire < 6mm2,IT Intertool--T25 Press Machine,vkf,immo104133,103,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,13
LTN3A,Crimping Press Cable > 6mm2,Mecal--Crimping Press P200,vkf,immo289388,10186,2010,True,True,15,0.7,3920,0.75,0,0,0,0.495,Moyen,6
LTN3A,Crimping Press Wire < 6mm2,Mecal--P107,vkf,immo127162,6390,1993,True,True,32,1.0,3920,0.75,0,0,0,0.675,Alarmant,0
LTN3A,Crimping Press Hydraulic,Lumberg--KHP 35,vkf,2142220303,711/461,2022,False,False,3,0.0,3920,0.75,1,0,1,0.325,Bon,19
LTN3A,Crimping Press Hydraulic,Lumberg--KHP 35,vkf,immo781170,711/460,2022,False,False,3,0.0,3920,0.75,1,0,1,0.325,Bon,21
LTN3A,Crimping Press Hydraulic,Lumberg--KHP 35,vkf,immo992924,711/462,2022,False,False,3,0.0,3920,0.75,1,0,1,0.325,Bon,19
LTN3A,Crimping Press Wire <6mm2,presse  de sertissage sur isolant Stocko IDC,vkf,immo162084,31477,2021,True,True,4,0.0,3920,0.75,1,0,1,0.325,Bon,18
LTN3A,Ultrasonic Welding Machine,Schunk--Minic III,vkf,2110211201,2065-1,2022,True,True,3,0.0,3920,0.75,0,0,0,0.075,Excellent,23
LTN3A,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,8235200206,494,2022,True,True,3,0.0,3920,0.75,0,0,0,0.075,Excellent,20
LTN3A,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo353795,1591-3,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,18
